#run,start_time,stop_time,species,cell,charge_avg_online,charge_avg_offline,charge_avg_offline_err,run_dose(Pe/cm2)
17792,2023-03-17 14:43:00-04:00,2023-03-17 17:29:00-04:00,d,15,-0.2562,-0.2629,5.00E-05,0.126499119
17793,2023-03-17 17:34:00-04:00,2023-03-17 21:19:00-04:00,d,15,-0.2806,-0.288,4.60E-05,0.177030189
17794,2023-03-17 21:23:00-04:00,2023-03-18 01:06:00-04:00,d,15,-0.3072,-0.3153,5.00E-05,0.178312048
17795,2023-03-18 01:11:00-04:00,2023-03-18 02:38:00-04:00,d,15,-0.3093,-0.3174,0.000107,0.039613388
17796,2023-03-18 05:51:00-04:00,2023-03-18 07:59:00-04:00,d,15,-0.2523,-0.259,5.50E-05,0.10647104
17797,2023-03-18 08:10:00-04:00,2023-03-18 11:35:00-04:00,d,15,-0.3053,-0.3134,5.10E-05,0.172252163
17798,2023-03-18 11:50:00-04:00,2023-03-18 15:01:00-04:00,d,15,-0.3296,-0.3385,5.80E-05,0.146532386
17799,2023-03-18 15:10:00-04:00,2023-03-18 17:27:00-04:00,d,15,-0.3269,-0.3357,6.90E-05,0.101364778
17800,2023-03-18 17:56:00-04:00,2023-03-18 21:47:00-04:00,d,15,-0.3281,-0.3368,5.30E-05,0.178854391
17801,2023-03-18 21:51:00-04:00,2023-03-18 22:40:00-04:00,d,15,-0.3221,-0.3308,0.000109,0.042296524
17802,2023-03-18 22:52:00-04:00,2023-03-19 02:41:00-04:00,d,15,-0.3227,-0.3314,5.20E-05,0.180335419
17803,2023-03-19 02:47:00-04:00,2023-03-19 06:52:00-04:00,d,15,-0.321,-0.3296,5.40E-05,0.170231448
17804,2023-03-19 07:03:00-04:00,2023-03-19 08:49:00-04:00,d,15,-0.3213,-0.3299,7.50E-05,0.083528033
